URL,Threat Type
https://theaxolotlapi.netlify.app/,SAFE
https://alexwohlbruck.github.io/cat-facts/,SAFE
https://cataas.com/,SAFE
https://github.com/ThatCopy/catAPI/wiki/Usage,SAFE
https://docs.thecatapi.com/,SAFE
